"Time Evolution of Road Networks";"6724452877162375479";"2015";"Urbanization is a fundamental phenomenon which however still remains poorly quantitatively characterized. An important facet of this phenomenon is the road network which co-evolves with other urban structures and we review here the most recent results about the structure and the evolution of these important infrastructures. These studies suggest that the natural evolution of a road network is governed by two elementary processes: (i) ‘densification', which corresponds to an increase in the local density of roads around existing central points and (ii) ‘exploration' which consists in new roads triggering the spatial evolution of the urbanization front. However, interventions of central, top-down planning could modify this simple picture of a natural evolution and we will present the example of the street network of Paris (France), which during the nineteenth century experienced large modifications supervised by a central authority, the ‘Haussmann period'. In this case, the usual network measures display a smooth behavior and the most important quantitative signatures of central planning are the spatial reorganization of centrality and the modification of the block shape distribution. Such effects can only be obtained by structural modifications at a large-scale level, with the creation of new roads not constrained by the existing geometry. These different results suggest that the evolution of a road network results from the superimposition of continuous, local growth processes and punctual changes operating at large spatial scales, opening new directions for the modelling of these systems.";"Marc Barthélémy,"
" Future forms and design for sustainable cities";"2370741951161166355";"2005";"Concentrating on the planning and design of cities, the three sections take a logical route through the discussion from the broad considerations at regional and city scale, to the larger city at high and lower densities through to design considerations on the smaller block scale. Key design issues such as access to facilities, access for sunlight, life cycle analyses, and the impact of communications on urban design are tackled, and in conclusion, the research is compared to large scale design examples that have been proposed and/or implemented over the past decade to give a vision for the future that might be achievable. Provides an accessible presentation of the latest research in sustainable urban planning and design Illustrates recent sustainable plans and schemes to show how they stand up against the latest research Offers architects, urban designers and planners a view of how urban forms can become more sustainable in the future";"M Jenks,Nicola Dempsey,"
"Accessibility and territorial cohesion in a case of transport infrastructure improvements with changing population distributions";"7376709710337748824";"2016";"urpose In the last decade or so several studies have looked into the impacts of transport infrastructure improvements on decreasing territorial disparities. In those studies population levels are usually assumed static, although future population levels likely change in response to changing accessibility levels as well as to other factors. To test how much accessi- bility impacts may be affected by changes in population levels, this study explores the effects of foreseeable population changes on the accessibility improvements offered by large scale transport infrastructure investments. Methods In this study we compare accessibility measures from four cases, namely the current situation  one case in which only transport investments are taken into account  and two cases that include transport investments and two scenarios with differing future population distributions that in turn are simulated by the LUISA land-use model. The modelled trans- port investments are assumed to improve travel times. The study concentrates on accessibility effects in Austria, Czech Republic, Germany and Poland. To provide a reference to the found results, the same computations are repeated with historical population and road network changes. Results The results indicate that differences in local popula- tion levels have a limited effect on average accessibility levels, but may have a large impact on territorial inequalities related to accessibility. Conclusions The findings in this study underpin the impor- tance of incorporating future local population levels when assessing the impacts of infrastructure investments on territo- rial disparities.";"Chris Jacobs-Crisioni,Carolina Perpiña Castillo,Carlo Lavalle,Claudia Baranzelli,Ana Barbosa,Filipe Batista e Silva,"
"The effects of urban spatial structure on travel demand in the United States";"8979905650138042379";"2005";"We examine the effects of urban form and public transit supply on the commute mode choices and annual vehicle miles traveled ( VMTs) of households living in 114 urban areas in 1990. The probability of driving to work is lower the higher are population centrality and rail miles supplied and the lower is road density. Population centrality, jobs-housing balance, city shape, and road density have a significant effect on annual household VMTs. Although individual elasticities are small absolute values ( <= 0.10), moving sample households from a city with the characteristics of Atlanta to a city with the characteristics of Boston reduces annual VMTs by 25%.";"K Vinha,A M Bento,A M Mobarak,M L Cropper,"
"The impact of rapid rail transit on economic development: the case of Atlanta's MARTA";"16217335523035094026";"1997";"This paper uses a simultaneous model of census tract population and employment to study the economic impacts of Atlanta's MARTA rail transit system. The results indicated that MARTA has had no discernible impact on total population or employment in station areas, but it has altered the composition of employment in these areas in favor of the public sector.";"Christopher R. Bollinger,Keith R. Ihlanfeldt,"
"Linking urban transport and land use in developing countries";"581933628528961027";"2013";"The mobility challenges of the developing world are considerably different than those in wealthier, advanced countries, and so are the challenges of coordinating transportation and land use. Rapid population growth, poverty and income disparities, overcrowded urban cores, poorly designed road networks, spatial mismatches between housing and jobs, deteriorating environmental conditions, and economic losses fromextreme traffic by congestion are among the more vexing challenges faced by developing cities that could be assuaged through improved coordination of transportation and urban development. This is underscored by examples reviewed in this paper from South Asia, Southeast Asia, China, India, Africa, and South America. It is concluded that whatever is done to improve transportation and land-use integratio nmust be pro-poor. The cardinal features of integrated and sustainable transport and urbanism everywhere — accessible urban activities and safe, attractive walking and cycling environs — are particularly vital to the welfare and prosperity of urbanites in the world’s poorest countries.";"Robert Cervero,"
"Joint accessibility design: framework developed with practitioners to integrate land use and transport planning in the Netherlands";"9279271717247468535";"2009";"In both the scientific and the professional communities, the need to integrate transport and land use policies to achieve more sustainable mobility patterns is widely recognized. Three challenges to attaining integrated strategies are identified. The first challenge is to find a common language and concepts that stimulate communication between disciplines. The second challenge is to create more explicit links between broader economic, social, and environmental goals and transport policies. The third challenge is to put more emphasis on policy design, the phase in the planning process in which opportunities for policy integration are maximal but which is poorly supported by current transport planning approaches. Accessibility is a concept that can address all three challenges. It relates to features of the transport system (speed, travel costs) as well as the land use system (densities, opportunities) and can be related to wider goals within society (for example, access to jobs). A well-known and wellstudied concept within the scientific literature, accessibility is nonetheless not often used. This paper develops a framework to stimulate the joint design of accessibility-enhancing strategies, and the framework is then tested and developed in cooperation with practitioners in two case studies in the Netherlands.";"Thomas Straatemeier,Luca Bertolini,"
"City expansion model based on population diffusion and road growth";"16345815595110240774";"2017";"In this paper, a city expansion model is proposed to capture the coevolution relationship between population diffusion and road growth. In the model, we adopt the physical diffusion process, which considers the influence of the road network topology and random exploration factor, to analyse the population diffusion based on the cellular automata (CA) model. In addition, the growth mechanism of the road network is developed to minimize the construction cost related to the population density and the Euclidean distance. The distribution complexities of the population density and the road network topology in the evolution process are then analysed. Compared with the real Beijing city in 2012, the suggested model can be used to describe the city evolution process.";"Huijun Sun,Rong Li,Rui Ding,Tongfei Li,Jianjun Wu,"
" The effect of infrastructure on long run economic growth";"18091431345429858831";"2004";"We investigate the long run consequences of infrastructure provision on per capita income in a panel of countries over the period 1950-1992. Simple panel based tests are developed which enable us to isolate the sign and direction of the long run effect of infrastructure on income in a manner that is robust to the presence of unknown heterogeneous short run causal relationships. Our results provide clear evidence that in the vast majority of cases infrastructure does induce long run growth effects. But we also find a great deal of variation in the results across individual countries. Taken as a whole, the results demonstrate that telephones, electricity generating capacity and paved roads are provided at close to the growth maximizing level on average, but are under-supplied in some countries and over-supplied in others. These results also help to explain why cross section and time series studies have in the past found contradictory results regarding a causal link between infrastructure provision and long run growth.";"Peter Pedroni,David Canning,"
"Long-term impacts of transport infrastructure networks on land-use change: an international review of empirical studies";"1821937939085780479";"2016";"© 2016 Informa UK Limited, trading as Taylor & Francis Group.Improvements in geographical information systems, the wider availability of high-resolution digital data and more sophisticated econometric techniques have all contributed to increasing academic interest and activity in long-term impacts of transport infrastructure networks (TINs) on land use (LU). This paper provides a systematic review of recent empirical evidence from the USA, Europe and East Asia, classified regarding the type of transport infrastructure (road or rail), LU indicator (land cover, population or employment density, development type) and outcome (significance, relationship’s direction) as well as influential exogenous factors. Proximity to the rail network is generally associated with population growth (particularly soon after the development of railway infrastructure), conversion to residential uses and the development of higher residential densities. Meanwhile, proximity to the road network is frequently associated with increases in employment densities as well as the conversion of land to a variety of urban uses including commercial and industrial development. Compared with road infrastructure, the impact of rail infrastructure is often less significant for land cover or population and employment density change. The extent of TINs’ impact on LU over time can be explained by the saturation in TIN-related accessibility and LU development.";"D. Stead,B. van Wee,D. Kasraian,K. Maat,"
"Rail transit and joint development: Land market impacts in Washington, DC and Atlanta";"17274035543169056854";"1994";"Land around urban rail transit stations can be val- uable because it is so accessible. Joint development of transit stations and nearby office buildings oc- curs because both the public and private sectors recognize its financial rewards. This article exam- ines how transit investments and joint develop- ment in particular affect five indicators of office market conditions: average rents  vacancy rates  absorption rates  densities  and shares of new and total office and commercial construction near the stations. Data are examined for five rail stations in the Washington, D. C. and Atlanta areas over the 1978-89 period. Average office rents near stations rose with systemwide ridership  joint development projects added more than three dollars per gross square foot to annual office rents. Office vacancy rates were lower, average building densities higher, and shares of regional growth larger in station areas with joint development projects. Where re- gional market conditions are favorable, rail transit appears capable of positive impacts on station area office markets. Combining transit investments with private real estate projects appears to strengthen these effects. The findings suggest that the rationale behind value recapture and other benefit-sharing programs is economically sound for conditions similar to those of the case study areas.";"Robert Cervero,"
" Modèles d'intégration spatiale et réseau des villes en Europe occidentale";"14436860538273457118";"1998";"nullRésumé. — L'article montre comment la mise en réseau des villes européennes est une construction complexe qui se situe à l'articulation de quatre modèles principaux : le modèle centre-périphérie, celui des systèmes urbains nationaux, celui du réseau des «capitales» et, enfin, celui des réseaux spécialisés de villes. Cette dynamique d'intégration du réseau des villes européennes joue sur trois registres, valorisant chacun des logiques spatiales différentes. La première est une logique relationnelle, qui apparaît doublement intégratrice dans la mesure où elle opère à différents échelons géographiques, jouant à la fois sur les effets de la dépendance avec la distance et sur les effets liés aux nouvelles possibilités de connexions. La deuxième est une logique de ressources qui continue d'imposer une mise en valeur différentielle des lieux. La troisième enfin est une logique de maillage qui, à son tour, infléchit les dynamiques. Abstract. — Models of geographical integration and the Western European urban network. — This paper aims to demonstrate that the networks between the cities of western Europe are complex structures shaped by the combined action of four main models : the core-periphery model, the national urban systems model, the capital network model and the specialised urban network model. It goes on to show how the movement towards increased integration of the western European urban network is conditioned by three different spatial logics. The first is a relational logic, comprising the two highly integrative forces of networking based on geographical proximity and networking made possible by new technology. The second is a resources- based logic, which continues to differentiate places. The third is a logic of national administrative divisions, which tends to work against integration.";"Thérèse Saint-Julien,Nadine Cattan,"
"A TOD planning model to review the regulation of allowable development densities around subway stations";"17412736314612590072";"2006";"Transit-oriented development (TOD) planning generally emphasizes development efficiency, but ignores the other two aspects of sustainability: environment quality and social equity. This study has developed a multi-objective programming model for TOD planning. Based on the concept of sustainability, three objectives are considered: maximizing subway system ridership  maximizing living-environment quality  and optimizing the social equity of land development. The decision variables are the ratios of floor space to site space (RFS) for different land uses in subway station areas. Meanwhile, the constraints include restrictions on land use density, land use combinations, and level of service facilities. The Chunghsiao-Fuhsing station area in Taipei is chosen as a case study to illustrate the model application and planning results. From sensitivity analysis, it is found that enlarging the upper bound of RFS can increase subway ridership, but at a cost of reducing social equity and living environment. It is not necessary to set the upper bound of the RFS greater than 70%, because subway ridership does not significantly increase, in this case study. ?? 2004 Elsevier Ltd. All rights reserved.";"J. J. Lin,C. C. Gau,"
"Light rail proximity: Benefit or detriment in the case of Santa Clara County, California?";"6642187910472493264";"2001";"When the public sector sponsors projects to promote general welfare, disproportionate benefits or disproportionate burdens often fall on individuals. In Santa Clara County, California, private property owners sued the county for damages, claiming a burden due to the existence of light rail transit (LRT). By looking at rental rates for commercial property, the present research tests several hedonic specifications to determine what effect, if any, LRT has on proximate property values. It also compares transit accessibility with highway accessibility as determinants of rent. An understanding of this effect allows the county to make informed decisions in its defense against the suits brought and allows other government entities to make informed decisions with respect to the building of future LRT systems. The results indicate that, when controlling for other factors, properties that lie within 0.8 km (0.5 mi) of a light rail station command a higher lease rate than other properties in the county. When controlling for highway access, the rail proximity benefit was maintained, and it was shown that highway coverage in the county is so dense that there are no particular locational advantages associated with highway coverage.";"R R Weinberger,"
"How accessibility shapes land use";"15575741556156415962";"1959";"Abstract An empirical examination of the residential development patterns illustrates that accessibility and the availability of vacant developable land can be used as the basis of a residential land use model. The author presents an operational definition and suggests a method for determining accessibility patterns within metropolitan areas. This is a process of distributing forecasted metropolitan population to small areas within the metropolitan region. Although the model presented is not yet sufficiently well refined for estimating purposes, the concept and the approach may be potentially useful tools for metropolitan planning purposes. Abstract An empirical examination of the residential development patterns illustrates that accessibility and the availability of vacant developable land can be used as the basis of a residential land use model. The author presents an operational definition and suggests a method for determining accessibility patterns within metropolitan areas. This is a process of distributing forecasted metropolitan population to small areas within the metropolitan region. Although the model presented is not yet sufficiently well refined for estimating purposes, the concept and the approach may be potentially useful tools for metropolitan planning purposes.";"Walter G. Hansen,"
"Introduction to the special issue on the evolution of transportation network infrastructure";"14782048312595880386";"2009";"The article discusses various reports published within the issue, including one by Feng Xie and David Levinson on the research on the growth of transportation networks, one by Dan Bogart on the early English Industrial Revolution before the advent of the railway, and one by Mark Casson on the development of the railway network and its efficiency.";"David Levinson,"
"Integrated land use-transport model system with dynamic time-dependent activity-travel microsimulation";"14847883086865730751";"2012";"The development of integrated land use–transport model systems has long been of interest because of the complex interrelationships between land use, transport demand, and network supply. This paper describes the design and prototype implementation of an integrated model system that involves the microsimulation of location choices in the land use domain, activity–travel choices in the travel demand domain, and individual vehicles on networks in the network supply modeling domain. Although many previous applications of integrated transport demand– supply models have relied on a sequential coupling of the models, the system presented in this paper involves a dynamic integration of the activity–travel demand model and the dynamic traffic assignment and simulation model with appropriate feedback to the land use model system. The system has been fully implemented, and initial results of model system runs in a case study test application suggest that the proposed model design provides a robust behavioral framework for simulation of human activity–travel behavior in space, time, and networks. The paper provides a detailed description of the design, together with results from initial test runs.";"Yi-Chang Chiu,Brian Gardner,Mark Hickman,Hyunsoo Noh,Karthik C. Konduri,Daehyun You,Paul Waddell,Ram M. Pendyala,Liming Wang,"
"Transport planning with multiple criteria: the analytic hierarchy process applications and progress review";"14117261840986233099";"1995";"Five examples of applications of the Analytic Hierarchy Process (AHP) are made to illustrate the different uses of this ratio scale multicriteria decision method in transportation. They include a commuter route selection hierarchy, a best mix of routes to Pittsburgh's new International Airport, a benefits/costs hierarchy to choose the best mode to cross a river, a planning hierarchy for a transport system and a simple dependence with feedback cycle to choose a car when criteria depend on the alternatives. For a better appreciation of the use and power of the method, the examples are followed by a resume of developments in research on the (AHP) in the last few years.";"Thomas L. Saaty,"
"A study of on integrated intercity travel demand model";"9428224722855847242";"2005";"It is well reported that induced travel is an important component\nof travel demand. With improved transportation conditions, short\nrun effects (e.g., route switches, mode switches, changes of destination,\nand new trip generation) and long term effects (e.g., change in household\nauto ownership, and spatial reallocation of activities) will be observed.\nThis paper aims to develop an integrated intercity travel demand\nmodelling system suitable for substantial changes in service level.\nThe model utilizes combined estimation across multiple data sources\nsuch as SP, RP and aggregate data. This integrated intercity travel\ndemand modelling system is characterized by an explicit intercity\ntravel behavioural framework and its ability to capture induced travel.\nIntercity travel decisions are represented by a nested model structure,\nand an accessibility measure is introduced to capture short term\ninduced travel. The paper also sketches a way to estimate induced\ntravel resulting from long term changes (spatial reallocation of\nactivities). As a case study, an integrated model including trip\ngeneration, destination choice, mode choice, and route choice is\npresented for an intercity high speed rail project planned in Japan,\nand short term induced travel elasticities with respect to travel\ncost, ravel time, and etc. are also presented. © 2005 Elsevier Ltd.\nAll rights reserved.";"E Yao,T Morikawa,"
"Exploring the relationship between street centrality and land use in Stockholm";"14186537126402816131";"2014";"This paper examines the relationship between different street centralities and land-use types in Stockholm. Major centrality measures of closeness, betweenness, and straightness are calculated at both global and local levels in both the primary and dual representations of the urban street network. Adaptive kernel density estimation is adopted to transform all unevenly distributed datasets to one continuous raster framework for further analysis. After computing statistical and spatial distribution of each centrality and land-use density map, we find that the density of each street centrality is highly correlated with one type of land use. Results imply that various centralities representing street properties from different aspects can capture the land development patterns of different land-use types by reflecting human activities, and are consequently important indicators to describe urban structure.";"Yikang Rui,Yifang Ban,"
" A land-use/transport interaction model for Austria";"12023503774881923572";"2009";"This paper presents the attempt to set up the dynamic land-use transport interaction (LUTI) model MARS (Metropolitan Activity Relocation Simulator) for a nation wide case study of Austria. To this end we adapted the existing urban MARS model. The purpose of the model is to capture the most important interactions and feedback mechanisms between the land-use- and the transport system. Particular attention was paid to the structural changes of the model and the estimation of the transport model parameters as well as the land-use model parameters, which are modelled with a gravity model approach. For this purpose we used the build-in optimizer of the modelling software Vensim by minimizing the sum of squared deviations between observed and predicted data. We present the model fit, estimated parameters and results of a first model run (30 years)";"Anna Mayerthaler,Guenter Emberger,"
"Estimation and validation of a microscopic model for spatial economic effects of transport infrastructure";"13098463390129995760";"2009";"The spatial economic effects in integrated land use and transport models are increasingly disaggregate and can benefit from improved knowledge into the effect of accessibility and agglomeration on the spatial behaviour of firms. This article strives to contribute to this knowledge by first analysing the influence of accessibility and agglomeration on firm behaviour with exceptionally detailed firm data for the province of South Holland in The Netherlands. Next the added value of incorporating such effects in urban simulation models is tested with two series of validation runs with a microscopic model for firm dynamics. The presented Spatial Firm-demographic Micro-simulation (SFM) model simulates transitions and events in the firm population, including firm relocations, firm growth, firm dissolution and firm formation. Accessibility is measured with proximity to infrastructure access points and logsums of business and commuting trips from a transport model. Agglomeration measures are based on theories from urban economics and integrate travel time range bands into measures for specialisation and diversification. Estimation results confirm a significant influence of accessibility and agglomeration on the choice behaviour of firms. Application of these measures prove to increase the validity of the firm-demographic simulation model to a significant but modest extend. ¬© 2008 Elsevier Ltd. All rights reserved.";"M de Bok,"
"A multi-paradigm approach to system dynamics modeling of intercity transportation";"1503214211433720259";"2014";"The complexity of the transportation system calls for a holistic solution approach that employs multiple modeling paradigms such as agent-based modeling and system dynamics. Various techniques for combining these paradigms are explored and logically classified, which helps guide hybrid modeling. A system dynamics model for multimodal intercity transportation is created, which integrates socioeconomic factors, mode performance, aggregated demand and capacity. The model is calibrated against a set of data points from an existing agent-based model. An effective inheritance of the proven predictive power of the agent-based model is demonstrated by reproducing the historic aviation demand with sufficient accuracy.";"D. N. Mavris,J. H. Lewe,L. F. Hivin,"
"A coverage model for improving public transit system accessibility and expanding access";"7714873155324269506";"2003";"Accessible and efficient service are vital features of well-utilized public transit systems. Modeling approaches to support the evaluation of transit operations for management and planning are essential for continued improvement. A hybrid coverage model is developed in this paper for simultaneously expanding service access and increasing accessibility. This paper discusses the use and integration of this model in a geographic information system environment for strategic planning. Analysis is presented for public transit service in Brisbane, Australia. The structured model provides flexibility in developing viable policies for addressing system improvements and service expansion, all of which are likely to promote increased utilization of public transit. [ABSTRACT FROM AUTHOR] Copyright of Annals of Operations Research is the property of Springer Science & Business Media B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)";"Alan T. Murray,"
"Developing transit-oriented corridors: Insights from Tokyo";"16163531430831005128";"2014";"Various studies have pointed out that a successful integration of public transport and land use requires plans covering the entire metropolitan region that are consistent over a long period of time. The proposition that is explored in this article is that railway corridors can offer an effective spatial and institutional focus for this. For this purpose, a real-world case in Tokyo, where a corridor-based approach is central to the coordination of public transport and land-use developments, was examined. The analysis combines and links spatial and institutional dimensions. Three criteria are employed in the spatial analysis: corridor transport characteristics, land-use densities, and land-use mix. On the institutional side, the role the local government and the private railway sector play in developing railway corridors in Tokyo is discussed. The exploration seems to support the proposition that the railway corridor can be a convenient spatial and institutional unit in which to integrate transport and land-use developments. However, translation to other metropolitan areas of elements of the Tokyo approach would have to adequately acknowledge contextual differences.";"Paul Chorus,Luca Bertolini,"
"Spatial development patterns and public transport: the application of an analytical model in the Netherlands";"1728787302865949564";"1999";"The node-place model introduced in this article offers a conceptual framework for the exploration of the (re)development potential of station areas in an urban region and thus improves the chances for public transport-oriented development. The model requires further refinement, broadening of the empirical base, and inclusion of future plans. A thorough consideration of the more qualitative aspects of station area (re)development strategies has to be added, and a complementary, in-depth analysis of each specific situation, including process and context factors is also necessary (see, for some steps along this way Bertolini, 1996, 1998  Bertolini and Spit, 1998). In spite of these limits the application of the node-place model to the Amsterdam and Utrecht agglomerations already provides material for reflections of a more general nature. I would like to conclude with some, still exploratory and deliberately provocative, remarks in this direction. The node-place model helps identify opportunities for intensification and/or differentiation of urban activities around (strengthened) public transportation nodes. These might be central stations in the historical cores, but also public transport nodes in the urban periphery (as the stations along the Amsterdam railway and motorway ring) or in secondary regional centres (in the application these are places such as Hoofddorp and Weesp south of Amsterdam, or Woerden west of Utrecht). The city is an increasingly open system. Increasingly people live, work and spend their free time independently of municipal borders. The same applies to the activity patterns of firms and other organisations. A traditional 'compact city' policy is possibly still sensible in situations where this structural openness of the urban system is limited. Elsewhere an urban development strategy, geared to the accessibility of urban-regional networks of transportation nodes and activity places, appears more adequate. Some will say that this strategy reminds them of the 'clustered deconcentration' policies of the past. Maybe. I would prefer to use a term like 'deconcentrated clustering'. It might seem just playing with words, but there is a fundamental difference in the focus: in the past at stake was a particular way of deconcentrating, today urban deconcentration is a fact, the point is how to cluster!.";"L. Bertolini,"
"Redistributive effects of bus rapid transit (BRT) on development patterns and property values in Seoul, Korea";"2765907686933992521";"2012";"This study investigates the redistributive effects of Seoul's bus rapid transit (BRT) system on development patterns and property values using an urban simulation model. The Seoul Metropolitan Integrated Urban Model (SMIUM) combines the Seoul metropolitan input-output model with random utility-based location choice models and endogenous real estate markets.The major findings of this study can be highlighted as follows. First, Seoul's BRT contributes to increased development density in urban centers, acting as a centripetal force to attract firms from the suburbs into urban cores and supporting arguments for Smart Growth proponents. Second, unlike its redistributive effects on nonresidential activities, the BRT has a limited effect on the redistribution of residential activities, implying that residential locations are less sensitive to accessibility improvements made by the BRT than are nonresidential locations. Third, reflecting the transferred space demands from the suburbs to the urban cores, the CBD reaps the highest property value gains, while all of the outer ring zones suffer from reduced property values. ?? 2011 Elsevier Ltd.";"Myung J. Jun,"
"The effects of the high-speed railway on urban development: International experience and potential implications for China";"13868211247859932084";"2015";"Abstract The unfolding high-speed railway (HSR) network is expected to have a great impact on Chinese cities. This paper discusses the international experience of the direct and indirect development effects of the HSR network on cities at the regional, urban and station-area level. It then discusses the potential development implications and planning challenges for China by translating the international experience into a Chinese context. Finally, future topics for research are identified.";"Jin Duan,Ming Yin,Luca Bertolini,"
" Urban Road Network Evolution to Maximize the Capacity";"12516749824028037592";"2014";"Urban network planning efforts is to achieve the maximum capacity under a certain road investment. As we all know that a good decision can save cost and increase the capacity of the total network. In our previous study, a new computational model of urban spatial evolution has been studied, where people migrate between urban locations, balancing their tendency to explore with their preferential wish to join existing communities. Based on the previous results, this paper presents an urban network evolution model considering road investment and capacity. When a new community is generated, decision-makers will plan to investigate the road construction according to the important degree. Generally speaking, high investment leads to a high road level and big capacity. The decision's objective is to maximum the capacity of the road. In order to achieve this goal, our model focuses on optimal road network, considering maximum capacity under the limited investment, and can determine which road to build and what level of the road. A simulation model is developed to include the topology of road evolution, the structure of road level, and the changes of network capacity over time. Specially, we also simulate the road network evolution with different initialization (with one center and two centers). On one hand, simulation results show that the high investment can bring the big capacity, and different structures can be gain with different initialization. On the other hand, it is also concluded that more centers can improve the traffic capacity of road network.";"Huijun Sun,Fangxia Zhao,Ziyou Gao,Jianjun Wu,"
"Assessing the impacts of Light Rail Transit on urban land in Manila";"4840737556316235848";"2010";"?ispaperpresentsanassessmentofimpactsofLightRailTransitLine1(LRT1)intermsof accessibility and distance as they relate to variables such as land values, land uses, and population den- sities in Manila, Philippines. Using correlations and regressions, these variables are analyzed against an accessibility index and network distances obtained from a model built within a Geographic Informa- tion System (GIS). Land values, land uses, and population densities are in?uenced in a limited, though consistent, way by the accessibility provided by LRT1 and the distance to it. ?e analysis of impacts a?ertheconstructionofLRT1foundthataccessibilityanddistancewereonlyconsistentin?uencesfor residentiallandvalues,withmarginalresultsfortherestofthevariables. ?eseresults,whencontrasted withtheurbancon?gurationofManilaandthestudiesreviewed,showthatthelimitedimpactsmaybe a consequence of good accessibility before LRT1 and the lack of complementary planning and policies fortakingadvantageofitsin?uence.";"Javier F Pacheco-Raguz,"
"Multiple criteria decision-making techniques and their applications–a review of the literature from 2000 to 2014";"1709037592918865759";"2015";"Multiple criteria decision-making (MCDM) is considered as a complex decision-making (DM) tool involving both quantitative and qualitative factors. In recent years, several MCDM techniques and approaches have been suggested to choosing the optimal probable options. The purpose of this article is to systematically review the applications and methodologies of the MCDM techniques and approaches. This study reviewed a total of 393 articles published from 2000 to 2014 in more than 120 peer reviewed journals (extracted from Web of Science). According to experts? opinion, these articles were grouped into 15 fields. Furthermore, these articles were categorised based on authors, publication date, name of journals, methods, tools, and type of research (MCDM utilising research, MCDM developing research, and MCDM proposing research). The results of this study indicated that in 2013 scholars have published articles more than in other years. In addition, the analytic hierarchy process (AHP) method in the individual tools and hybrid MCDM in the integrated methods were ranked as the first and second methods in use. Additionally, the European Journal of Operational Research as the first journal with 70 publications was the significant journal in this study. Finally, energy, environment and sustainability were ranked as the first areas that have applied MCDM techniques and approaches.";"Khalil MD Nor,Zainab Khalifah,Alireza Valipour,Norhayati Zakwan,Ahmad Jusoh,Abbas Mardani,"
"Understanding road network dynamics: Link-based topological patterns";"8547422887510478727";"2015";"Road network interruptions caused by natural disasters are becoming more frequent and their consequences are becoming of a wider range. The main goal of this work is to identify the most important roads in a network. Herein, a new model is proposed to evaluate the most important roads in the network through the application of biclustering technique, identifying patterns of attributes (road performance measures) and patterns of roads (connectivity patterns). Thereafter the model presented here is compared with the mean geodesic distance variation. Both methodologies are applied to a case study and the pros and cons are discussed as well. Results point out the alpha index as the topological measure more relevant in the normal network flow  moreover the interruption of the links with highest values of connectivity will have larger consequences in the normal functioning of the network than the links with the lowest levels of connectivity. The approach here proposed is a useful insight of the network dynamics, which allows optimizing the worst-case performance of the system. This work can be useful for risk management actors, for civil protection agents, who need to decide on the effective allocation of human and physical resources and define priority areas, and for the government institutions which design the network of facilities.";"Susana Freiria,Bernardete Ribeiro,Alexandre O. Tavares,"
"Introduction to the special issue The regional and urban effects of high-speed trains";"11113342855832408846";"1997";"High-speed trains could be used to solve two different accessibility problems. In the first case, where a point to point link is dominant, they are a potential substitute for air travelling. In the second case it links together many cities and, hence, creates a new type of region or corridor with a high interregional accessibility. One important hypothesis for the discussion in this paper is the degree to which cities that are linked together into a band of cities by means of a high-speed train connection are transformed to an extended functional region or in other words an integrated corridor economy. This paper particularly examines economic integration in a corridor economy in the short, medium and long term. In considering the short-term perspective we discuss not only the integration of goods and service markets but also the integration of labour markets and markets for shopping, private services and leisure activities. The discussion of the medium term perspective is concentrated on the relocation of households and firms within a high-speed train corridor. To study the long-term integration effects of a high-speed train corridor we maintain that the analysis must be conducted using a genuinely dynamic model for the specialisation of production and, hence, for trade with and transport of goods and services and consequently transport of people.";"U. Blum,K. E. Haynes,C. Karlsson,"
"Transit's value-added effects: light and commuter rail services and commercial land values";"6684170136495887910";"2002";"Transit-oriented development has gained favor as a means of reducing traffic congestion, promoting affordable housing, and curbing sprawl. The effects of proximity to light and commuter rail stations are modeled as are the effects of freeway interchanges on commercial-retail and office properties in fast-growing Santa Clara County, California. From hedonic price models, substantial capitalization benefits were found, on the order of 23% for a typical commercial parcel near a light rail transit stop and more than 120% for commercial land in a business district and within 0.25 mi of a commuter rail station. Such evidence is of use not only to developers and lenders but also to transit agencies facing lawsuits over purported negative externalities associated with being near rail. It can also help in the design of creative financing, such as value-capture programs.";"Robert Cervero,Michael Duncan,"
"Measuring the neighborhood benefits of rail transit accessibility";"4393706071311534606";"1997";"For many Americans, living near high-quality rail transit stations provides an array of benefits. The benefits arise from lower transportation expenses, changing development patterns, and other nonuse factors. Automobile-centered development patterns increase congestion, sprawl, and pollution. The benefits of transit-oriented neighborhoods are explored. A hedonic price function is used to estimate property values and the effect of proximity to rail transit stations. Geographical information system databases were used to calculate actual walking distances to transit, providing a much more accurate measure of the proximity variable than the usual measure of straight-line distance. The results indicate that proximity to rail transit stations can be a significant source of benefit to residents within walking distance. Whereas light rail transit stations in Portland, Oregon, indicate minimal effects, the magnitude of the benefits for the Bay Area Rapid Transit and New York City Metropolitan Transportation Authority stations, when compared with standard measures of transit benefits, indicate that benefits from transit exceed those attributable to transit use.";"Steven Lewis-Workman,Daniel Brod,"
