id	title_en	keywords_en	authors	date	langue	translated
2636	Finding the "optimal central location". A discussed approach using the "meAdian" Lp-norm and its robustness	bootstrap,central tendency,location estimator,Lp-norm,meadian,robustness,spatial filtering	Josselin Didier	2004-08-25	fr	1
2711	The contribution of three methods of detection of burnt areas using Landsat ETM+ imagery: application to the forest-savanna contact zone of Cameroon	automatic classification,burned areas,Landsat ETM+ image	Kana Collins Etienne,Etouna Joachim E	2006-10-20	fr	1
4078	Nature in town : what criteria to introduce in the GIS of Rouen ?	GIS,nature/society,urban geography	Freire-Diaz Sylviano,Hucy Wandrille,Mathieu Nicole	2001-12-07	en	1
4087	The evolution of lithometeores in Mauritania confirms a bigger efficiency of the action eolienne	drought,environmental degradation,eolian risk,lithometeore	Nouaceur Zeineddine	2001-12-18	fr	1
1708	Spatial characteristics of sea-surges formation in the Gulf of Lions	sea level,sea surge,meteorology,risk,Gulf of Lions	Ullmann Albin,Pirazzoli Paolo Antonio	2007-01-18	fr	1
1722	Pumain Denise, Paquot Thierry, Kleinschmager Richard, 2006, <em>Dictionnaire La ville et l’urbain</em>, Paris : Economica-Anthropos (collection Villes, dir. D.Pumain), 320 p.		Monnet Jérôme	2007-01-23	fr	0
25682	Brake K., Herfert G. (dir.), 2012, Reurbanisierung. Materialität und Diskurs in Deutschland. Wiesbaden, Springer, 422 p. [La ré-urbanisation en Allemagne, entre réalités et discours.]		Roth Hélène	2013-01-23	fr	0
3108	Terms from statistical physics and dynamical systems of relevance for complex system science	dynamical systems,glossary,statistical physics	Lesne Annick	2005-07-07	en	1
1784	Hypothesis about the evolution of the littoral vegetation in the lesser Antilles, from the pre-columbian period : the case of Martinique	anthropic process,Lesser Antilles,littoral vegetation,Martinique,vegetal dynamic	Joseph Philippe	2006-05-29		1
1739	Six geographers seeking political "engagement": from Communism to regional planning. Essay on a generation	communism,regional planning,Third World,urban study	Bataillon Claude	2006-06-27	fr	1
1750	Functional rehabilitation of the pre-colonial urban areas in Uzbekistan : a tool for political domination ?	Bukhara,Khiva,rehabilitation,Samarkand,Tashkent,urban function,urban heritage,Uzbekistan	Pincent Guillemette	2006-06-19	fr	1
2683	Ambulantism : Representation of Informal or Street Trade and Metropolization	ambulantism,globalization,informal trade,itinerant vendors,metropolization,peddling,street merchant	Monnet Jérôme	2006-10-17	fr	1
6470	The Geographer and the Map. A Geographer-cartographer’s Standpoint and Questions	cartography,epistemology,geography,mapping	Bord Jean-Paul	1997-03-20	fr	1
20403	Le président, les « spécialistes » et la géographie		Roumégous Micheline,Clerc Pascal	2008-10-03	fr	0
20413	Ozouf-Marginier M-V, Robic M-C, 2008, <em>Régions naturelles et noms de pays</em>, CTHS Editions, 381 p.		Leroux Xavier	2008-10-03	fr	0
20513	In praise of the unassuming		Pumain Denise	2008-10-21	en	1
20453	Eloge de la modestie		Pumain Denise	2008-10-13	fr	0
20573	The assessment of agriculture wastes energetic potential as decentralized power supply source in the countryside (on Kharkiv region (Ukraine)exemple)	energy potential,field of density,plant growing wastes,cattle breeding wastes	Tretyakov Oleksandr	2008-11-14	fr	1
20563	The space reorganization and specialization in the southern Brazil region	regional development,space behavior,space dynamics	Lima Jandir Ferrera de	2008-11-07		1
4056	About Exploratory Data Analysis	EDA,ESDA,local indicator,spatial modelisation	Banos Arnaud	2001-10-18	fr	1
4065	The training of teachers in disciplinary didactics: new areas of reflexion ? Geography in France	didactics,teacher,teacher trainers,professional training	Le Roux Anne	2001-11-14	fr	1
1808	The landscape of the Russian geographers : the evolution of the geographical perspective between the nineteenth and the twentieth centuries	geography,landscape concept,epistemology,evolution,Russia	Frolova Marina	2000-11-16	fr	1
1824	Between territorial construction and ontological constitution of the inhabitant : Epistemological introduction about the contribution of phenomenology to Dwelling concept	dwelling,phenomenological geography,inhabitants,territorial construction,ontological constitution	Hoyaux André-Frédéric	2002-05-29	fr	1
1836	Systems of cities and government. An analysis by Giovanni Botero at the time of the Renaissance.	government,history of political thought,political power,Renaissance,territoriality,territory,urban growth,urban system	Pumain Denise,Gaudin Jean-Pierre	2002-11-14	fr	1
1849	The complete bibliography of Jean Gottmann		Muscara Luca	1998-11-27	fr	1
1851	Discontinuities in the city. The space of junior secondary schools in the Paris urban area, 1982-1992		François Jean-Christophe	1996-04-29	fr	1
1853	Rural habitation in the optic of decentralization and spatial organization		Prophete Jean M.	1999-11-10	fr	1
3925	Urban morphology and pedestrian mobility	pedestrian mobility,accessibility,urban morphology	Genre-Grandpierre Cyrille,Foltête Jean-Christophe	2003-10-07	fr	1
4214	Les nouveaux comportements spatiaux des entreprises françaises : un tournant favorable en 2001		Bouinot Jean	2002-05-15	fr	0
1866	Shifting densities	city,mobility,shifting densities,temporal variation	Mille Matthieu	2000-02-25	fr	1
2519	An evolutionary theory for interpreting urban scaling laws	evolutionary theory,innovation cycles,scaling laws,urban function,urban system	Pumain Denise,Paulus Fabien,Vacchiani-Marcuzzo Céline,Lobo José	2006-07-05	en	1
4233	Validation  of the <em>CORINE land cover </em>database in a pilot zone under semi-arid  conditions in La Mancha (Spain)	CORINE land cover,environmental planning instruments,GIS,land cover,validation	Mañas Martín de Santa Olalla,Soria Cabañero,Ramírez Artigao	2003-02-07	en	1
3670	About electoral maps comparisons	electoral map,maps comparison,methodology,political geography,spatial similarity coefficients	Badariotti Dominique	2004-04-05	fr	1
3669	Urban polycentrism : a measurable spatial reality ?	autocorrelation,Belgium,edge-cities,employment,kernel interpolation,polycentrism,shift and share	Servais Marc,Thomas Isabelle,Van Dyck Haike,Verhetsel Ann	2004-04-07	fr	1
3747	The growth of the wine industry in Québec A story about climate and tastes	city-countryside relationship,climate,cultural geography,vineyards,wine	Lasserre Frédéric	2001-04-23	fr	1
1931	The territory of the future will be just a simple place ?	actualization,city,communist voting suburb,differentiation,suburb,territory	Eysseric Philippe,Leverbe Serge	1997-12-23	fr	1
4252	The management of forested areas hit by the December 1999 storms : the example of the Perche-Trappe State forest in the Orne district	chablis,conservation management,ecological diagnosis,forest,Perche-Trappe,restoration	Petit-Berghem Yves	2004-08-31	fr	1
5355	A set o optimal location models for undesirables activities : proposal and application with geographical information system	undesirables facilites,optimal location model,decision support techniques,GIS	Moreno-Jimenez Antonio	1998-12-10	es	1
3851	The contribution of small towns to the urban growth in Algeria	Algeria,decentralization,settlements,towns,urbanization	Chadli Mohamed,Hadjiedj Ali	2003-10-20	fr	1
4188	Urban sprawl modelling : A methodological approach	urban sprawl,grid mapping,GIS,transition matrices,potential model,cellular automata	Antoni Jean-Philippe	2002-03-01	en	1
1965	Periurban agriculture and municipal land planning : the case of the Albi agglomeration	agricultural multifunctionality,land management,municipality,periurban agriculture,urban sprawl	Duvernoy Isabelle	2002-03-05	fr	1
1977	Urban marketing and city project : Actors' speeches and geographical representations		Rosemberg-Lasorne Muriel	1997-10-23	fr	1
1979	The role of the city in town and country planning discourse from the early 1920s to the late 1960s.	decongestion,disfunctional housing estate,geonomy,housing-greater Paris planning,indusrial decentralisation,large housing estates,new town,planned urbanism,region,regional planning,rehabilitation,satellite city,space structure,urban expansion,volontarist geography	Couzon Isabelle	1997-11-20	fr	1
1983	The interests at stake in the social appropriation of geographical information technologies for regional planning : Case studies from France and Quebec		Roche Stéphane	1998-09-23	en	1
3721	Maximising group representativeness in a spatial sampling	sampling,representativeness,weighting,boundary,region	Kah Estelle,Pruvot Michel	2002-09-23	fr	1
1992	3D mapping : a key to farmer's landscape representation ? Developing an investigation method as an introduction to a cooperative landscape management in Artense (french Massif central).		Michelin Yves	2000-01-10	fr	1
3772	Land-use conflicts in the state of Rondônia (brazilian Amazon)	agrarian colonization,brazilian Amazon,environment preservation,mapping,Rondônia,zoning	Droulers Martine,Le Tourneau François-Michel,Machado Luciana	2001-08-21	fr	1
3722	New geomorphometric advances based on graph theory applied to spatial analysis	geomorphometry,graph theory,method,morphometric model,spatial analysis	Barthes Angela,Planque Géraldine	2002-09-26	fr	1
3733	From the observations to the construction of a urban dynamics simulation model : an inductive approach	fuzzy sets,intra-urban modelling,location choice,micro-simulation,synergetic	Tannier Cécile,Frankhauser Pierre	2001-04-26	en	1
3742	Use of multidates typologies for the analysis of sociospace transformation of Bogota (Colombia)	Bogota,multidates typological analysis,sociospace dynamic	Piron Marie,Dureau Françoise,Mullon Christian	2004-02-05	fr	1
2048	Integrating social preferences in the landscape management of the Jura region	landscape,perception,landscape preference,social representation,landscape assessment,wooded pasture,Jura	Chételat Joël,Ley Elise	2002-11-18	fr	1
2063	A Method of Spatial Analysis : the Association image/model for an Approach of the Development "Durability"	spatial analysis,quantitative modelling,remote sensing,West Africa,coastal countries,rice growing	Cheneau-Loquay Annie	1997-11-07	fr	1
3755	Agricultural policies, land-use and waterbird conservation: the case study of a major Mediterranean wetland, the Camargue	agriculture,Camargue,CAP,environment,land use,rice farming,wetland	Mathevet Raphaël,Tourenq Christophe,Mesléard François	2002-02-24	en	1
3790	Time and space scales for measuring urban growth 	urban growth,concentration,urban sprawl,space-time	Bretagnolle Anne,Paulus Fabien,Pumain Denise	2002-07-25	en	1
2154	Scale and the Wartime <em>Saturday Evening Post</em>: A Geographical Strategy of Nation Building	national identity,Saturday Evening Post,scale	Appleton Louise	2002-06-24	en	1
2171	.	Languedoc-Roussillon (region),country planning,intercommunity link,network,town hierarchy,local service,territoriality	Bonnefoy Jean-Luc	1996-05-03	en	1
3795	Spatial interaction in the run-off process	cellular automata,DEM,dynamic system,GIS,Pays-de-Caux,run off,simulation,spatial analysis,upstream,watershed	Delahaye Daniel,Guermond Yves,Langlois Patrice	2002-05-10	en	1
3812	Today's and tomorrow's mapping : recalls and prospects	dimension,mapping,visualization	Thomas Isabelle	2001-03-27	fr	1
3815	Teleworking, telecommuting, nomadic work : Space, place and the emergence of new workplace and production flexibilities	commuting,enterprise,society,space,telework,territory,time,workplace	Moriset Bruno	2004-02-06	fr	1
2189	The shape of the transportation network and the optimal location of facilities. How to measure the shape of a network ?	communication network,graph,morphology,optimal location	Beguin Hubert,Thomas Isabelle	1997-04-09	fr	1
6050	The contradictions in the reforms of the water supply system in Colombia. The case of the metropolitan area of Bogota	Colombia,water supply system,neoliberal reforms,sustainable development	Gouëset Vincent	2004-11-15		1
2199	Understanding spatial structure from network data : theoretical considerations and applications.	network analysis,hierarchy,complementarity	Rabino Giovanni A.,Occelli Sylvie	1997-06-26	en	1
3827	Theory and migration<br />Towards a framework of migration and human actions	migration-theory,structuration-theory,time-geography	Stjernström Olof	2004-02-03	en	1
3835	Contributions of multi-agent systems for diffusion processes studies	diffusion,agent-based modelisation,self-organization,multi-agent simulation	Daudé Eric	2004-02-03	fr	1
3901	About geopolitics, from geopolitical dictionaries	politic geography,geopolitics,dictionary,epistemology,multi-scalar analysis	Fabre Emmanuel	2004-02-10	fr	1
14253	Cybergeo and the Electronic Scientific Journals	electronic publishing,research,new technologies,science,communication,knowledge,network,journals	Kosmopoulos Christine	2002-06-30	fr	1
24903	In the prism of the words. Globalization and the philological argument	Mondialisation,globalization,geohistory,metahistory,representations,cartography	Capdepuy Vincent	2011-12-20	fr	1
15683	Saint-Julien T., Le Goix, R. (dir.), 2007, <em>La métropole parisienne, centralités, inégalités, proximités</em>, Paris, Belin, 333 p.		Dupuy Gabriel	2008-01-02	fr	0
15703	Geographical Values, the Values of Geography		Pumain Denise	2008-01-02	en	1
15663	Cosandey D., [1997] 2007, <em>Le secret de l’Occident. Vers une théorie générale du progrès scientifique</em>, Paris, Flammarion, coll. Champs, 864 p.		Gagnol Laurent	2007-12-21	fr	0
2440	Territory and Immigration in Spain. A case study in Palma de Mallorca and León	exclusion,globalization,migration,multi-culturalism,segregation,Spain	Pérez Jesús M. González,Medina José Somoza	2004-06-22	fr	1
25547	Territory and Immigration in Spain. A case study in Palma de Mallorca and León	migration,globalisation,multi-culturalism,segregation,exclusion,Spain	Pérez Jesús M. González,Medina José Somoza	2004-06-22	es	1
2235	Research report on a method for determining an urban outline	image analysis,mathematical morphology,topographical map,urban settlement and city	Bailly Eric	1996-06-14	fr	1
2236	Spazio urbano e movimento pedonale Uno studio sull'ipotesi configurazionale		Cutini Valerio	1999-10-26	it	1
24688	The vegetation map of the CNRS going numerical: the geographical database of the vegetation of France. Harmonised vector cover at 1/1 000 000 and georeferenced scan at 1/200 000.	vegetation,numerical mapping,vegetation series,Geographical information system,database,France	Leguédois Sophie,Party Jean-Paul,Dupouey Jean-Luc,Gauquelin Thierry,Gégout Jean-Claude,Lecareux Caroline,Badeau Vincent,Probst Anne	2011-10-27		1
24747	The symbolism of place: a geography of relationships between space, power and identity	Americas,geography,identity,place,power,space,symbol,symbolism	Monnet Jérôme,Verdier Angéla	2011-10-30	en	1
2242	Landscape simulation : a multi-agent model to take social interactions into consideration	simulation,landscape modelling,multi-agent,discrete events,social interaction	Poix Christophe,Michelin Yves	2000-01-05	fr	1
2255	Forecasting global climatic change impacts on Mediterranean agricultural land use in the 21<sup>st</sup> Century	Agricultural land use,forecasting,fuzzy logic,GIS,integrated modelling,land degradation,neural networks,risk,spatial interpolation,Synoptic Prediction System (SPS)	Openshaw Stan,Turner Andy	2000-02-09	en	1
4437	Modernism, Cosmopolitanism and Catastrophism in Los Angeles and Mexico City<a id="retour1"></a><a id="bkmretour1"></a>	catastrophism,cosmopolitanism,image,Los Angeles,Mexico City,model of city,model of society,modernism,urbanism,urbanity	Monnet Jérôme	2000-06-28	en	1
2289	Modelling within a thermodynamic framework : a footnote to Sanders (1999)	micro-simulation,synergetic,self-organizing system,complex system,alignment	Winder Nick	2000-09-05	en	1
3935	A family of distributions : from paretian to « contra-paretian ». Applications to the study of urban concentration and its evolution	adjustment,city size distribution,inequality,statistic	Barbut Marc	2004-03-25	fr	1
4167	The determinism of atlantic moors : what reality ?	biogeography,Europe,evolution of lanscapes,geosystem,moor	Petit-Berghem Yves	2003-06-27	fr	1
4110	Evolution and spatial diffusion of cross border commuters in Alsace (1968-1999)	Alsace,boundary,cross border commuters,spatial dynamic	Buxeda Cécile	2003-09-03	fr	1
4118	Who is the long-distance commuter? Patterns and driving forces in Sweden	binomial logit model,long-distance commuting,mobility	Öhman Marianne,Lindgren Urban	2003-08-01	en	1
4343	Who’s in ? Lifestyles data and geographical research	1991 UK Census,geocomputation,lifestyles databases	Harris Richard	2000-02-03	en	1
2329	On a global representation of HIV infections in subsaharan africa. The socio-spatial sets of risks	Subsaharian Africa,HIV,modelling,eco-epidemiology,multiple correspondance analysis (MCA),risk status	Mbiaga Cyrille,Naizot Thierry,Roux Michel	2002-05-23	fr	1
3976	Medical geography: has J.M. May borrowed M. Sorre's 1933 concept of pathogenic complexes?	'genre de vie',American Geographical Society,biological environment,medical geography,pathogenic complexes	Akhtar Rais	2003-03-12	en	1
3977	Between the Sinusoidal projection and the Werner: an alternative to the Bonne	Bonne,equal area projection,map projection,sinusoidal projection,Werner	Bottomley Henry	2003-06-13	en	1
3989	The political challenges of Hinduism in contemporary India	decentralisation,governance,Hindu nationalism,Hinduism,hindutva,parliamentary democracy,positive discrimination,regional party	Marius-Gnanou Kamala	2001-02-20	fr	1
4004	Reclus, a colonialist ?	anarchy,geographers,colonialism,anti colonialism,geography,history	Baudouin Axel,Green Hilary	2003-05-26	en	1
4011	Spatial autocorrelation as a geostatistical tool for identifying spatial concentrations of road accidents	black zone,road accident,spatial autocorrelation	Flahaut Benoît	2001-02-07	fr	1
4019	The use of historical photography in environmental studies	environmental change,inter-tidal area,aerial photography,remote sensing	Collier Peter,Inkpen Rob,Fontana Dominic	2001-01-19	en	1
3944	A Multi-scalar System, its Referential Spaces and its Worlds. The Atlas Vidal-Lablache	all/part,atlas,cartography,ethnocentrism,meta-scale,plate,referential space,relevance,representation,scale,universality,world	Robic Marie-Claire	2004-03-25	fr	1
3961	Notes on the Notion of Scale in French Geography at the End of the Nineteenth Century and the Beginning of the Twentieth	project,relevance,scale,whole/part	Robic Marie-Claire	2004-03-24	fr	1
2871	3-D GIS : Virtual London and beyond	3-D GIS,virtual city,virtual reality	Evans Stephen,Hudson-Smith Andrew,Batty Michael	2006-10-27	en	1
2436	Calibrating a model of urban land change. An example in Belfort	modelling,participative design,prospect,simulation,urban planning	Antoni Jean-Philippe	2006-07-19	fr	1
2379	The evaluation of Decision Plan Nets for bridging the gap between the ideal dwelling and the accepted dwelling	decision,decision plan nets,housing choice,predictive value,simulation model,stated preference,substitution of preferences	Goetgeluk Roland,Hooimeijer Pieter	2002-10-10	fr	0
4750	The Metropolis-Hastings algorithm, a handy tool for the practice of environmental model estimation : illustration with biochemical oxygen demand data	parameter uncertainty,Markov Chain Monte Carlo sampling,bayesian inference,non linear modelling,BOD,Metropolis-Hastings algorithm	Torre Franck,Boreux Jean-Jacque,Parent Eric	2001-02-28	fr	0
4772	Carnet de voyage en terre déodatienne		Breton Eric	2001-10-20	fr	0
4787	Un débat pour l'agrégation		Grasland Claude	2001-01-30	fr	0
4792	Keeping space public : Times Square (New York) and the Senegalese peddlers	ambulantism,metropolization,public space,Times Square,street vending,peddler,urban flow,urban ethnography	Tonnelat Stéphane	2007-03-09	en	1
2381	The loglinear analysis of contingency tables and the logit model II interaction odds ratio in connexion with a problem of contingent valuation	contingent valuation,Logit,loglinear,odds ratio	Kah Estelle	2003-01-10	fr	1
3936	Centrality and Land Use : Three Case Studies on the Configurational Hypothesis	urban space,land use,grid configuration,centrality	Cutini Valerio	2001-03-26	en	1
2386	Spatial structure of urban settlement systems : stability versus changeability		Shuper Viatcheslav,Valesyan A.L.	1999-03-26	en	1
2389	Comparing two ways of modelising spatial dynamics through multi-agents simulation : "spatial" and "actor" approaches	diffusion,dynamic model,multi-agent system,spatial system	Bousquet F.,Gautier Denis	1999-04-13	fr	1
2407	Generalising the gravity model : towards a theory of geographical Relativity	curvature,General Relativity theory,gravity model,non-euclidean space,riemannian spaces,space-time	Parrochia Daniel	2006-05-23	fr	1
2420	From theory to modelling : urban systems as complex systems	complexity,emerging structure,multi-agent system,self-organization,space-time convergence,urban system	Bretagnolle Anne,Daudé Eric,Pumain Denise	2006-03-08	en	1
2455	Second Population Census in the Post-apartheid South Africa Bounded urbanization, hidden informal sector	Census 2001,economy,informal sector,South Africa,urbanization	Vacchiani-Marcuzzo Céline	2004-06-23	fr	1
2463	Accessibility as a marker of disparities of influence among port cities in Europe	accessibility,Europe,freight road transport,graph,network,port city,potential model,spatial disparity	Chapelon Laurent	2006-07-11	fr	1
12063	Residential segregation indices : a tool integrated into a geographical information system	indices of segregation,residential segregation,social segregation,ethnic segregation,GIS	Apparicio Philippe	2000-06-16	fr	1
2490	The practical relation with epistemology, for young teachers of the secondary level in geography	epistemology,geography didactics,professional learning,educational geography	Thémines Jean-François	2006-07-10	fr	1
2500	Historicity management and updating methods in GIS	GIS,modelling,evolution,historicity,update,spatio-temporal	Paque Damien	2004-06-23	fr	1
3514	Débats socratiques en géographie		Shuper Viatcheslav	2003-01-29	fr	0
2654	Spatially aggregated data and variables in empirical analysis and model building for economics	ecological fallacy,quantitative modelling,spatial autocorrelation,spatial analysis	Dusek Tamás	2004-09-09	en	1
2665	The Burkina Faso, a cotton-growing faced with mondialization and economic dependence country. Look at one South	Burkina Faso,commercial cultivation,cotton,economic dependence,mondialization,sustainable development,West Africa	Hauchart Valérie	2007-01-18	fr	1
2508	Fractality of some irrigation canals in the Alps mountains	fractals,network,canals,irrigation,Alps	Brissaud Ivan	2004-06-23	fr	1
3107	Hommage à David Woodward		Palsky Gilles	2004-12-16	fr	0
2938	A dynamic approach of human activities progress in coastal sea	coastal seas,fishing,GIS,human activity,mapping,modelling,simulation	Le Tixerant Matthieu,Gourmelon Françoise	2006-01-06	fr	1
2560	Nights in Antananarivo. Building Urbanities and Marginalities	Antananarivo,homelessness,Madagascar,marginality,night,social geography,urban politic,urbanity	Morelle Marie,Fournet-Guérin Catherine	2006-06-28	fr	1
2536	Review of volcanic eruption typology at the Piton de la Fournaise, processes and hazards	eruption typology,magmatism,Piton de la Fournaise,Réunion Island,volcanic hazard	Villeneuve Nicolas,Bachèlery Patrick	2006-03-30	fr	1
2549	The cultural industry in the world. Structure, composition and territorial distribution of the multimedia groups in Spain	cultura,economic geography,enterprise,media	Orueta Agustín Gámir	2004-08-23	es	1
2760	Development of the marginal forested areas of the Russian European North	core-periphery model,economic development,forest resources,marginal areas,Russian North,transport networks	Pashkevich Albina	2004-10-25	en	1
2575	Higher Education and Regions (France)	France,higher education,planning,region,service,space change,vocational training	Baron Myriam	2004-06-23	fr	1
3430	Consequences of a counterurban residential choice on mobility: practices and representations of the households	car,counterurbanisation,Ille-et-Vilaine (France),mobility,planning,public transport,residential choice	Baudelle Guy,Darris Gérard,Ollivro Jean,Pihan Jean	2004-10-15	fr	1
3447	Impacts of the Realization of an Electronic Atlas in Regions : the Case of the Saguenay-Lac-Saint-Jean in Quebec	atlas on line,Canada	Gauthier Majella-J.,Dion Martin,Brisson Carl,Chamberland Claude,Roch Alain	2003-01-29	fr	1
3843	The City in the geographical's curriculum during the third cycle ofelementary school (1182-2002)	public programs,city,concepts,geographical knowledge	Bouchut Anne	2003-12-10	fr	1
6610	The relationships between farms and pondsin a french rural area (Dombes) : an analyse of the agricultural multifunctionality	agriculture,geography,multifunctionality,practices,rural	Soulard Christophe Toussaint	2005-09-09	fr	1
3859	Costa del Sol environmental protection system analyse. A border in dispute between the coastal regions and mountain faces	Andalusia Protected Natural Spaces Net,Costa del Sol,Environmental planning,Sierra Bermeja,Sierra Crestellina.	Zotano José Gómez,Cabrera Antonia Paniza	2003-10-10	es	1
2587	Sustainable gestion of water in Cape Town (South Africa)- Return to the uneasy conciliation of environmental, financial and social sustainabilities (2001-2004)	accessibility,Cape Town,environment,local politic,poverty,South Africa,sustainability,water gestion	Plancq-Tournadre Marie	2006-09-20	fr	1
3877	The Tunisian Urban System. Demographic and fonctionnal hierarchical analysis based on the Rank-Size Rule	rang-size rule,Tunisia,urban hierarchy,urban system,Zipf rule	Belhedi Amor	2004-02-09		1
3884	Analysis of built-up areas extension on the Petite Côte region (Senegal) by remote sensing	mathematical morphology,quantitative geography,remote sensing,Senegalese littoral,urban growth	Ackermann Gabriela,Mering Catherine,Quensiere Jacques	2003-10-09	en	1
2614	Global natural hazard mapping. Comparative study between a social approach and an economical approach of the vulnerability	map,natural hazard,vulnerability	André Gilles	2004-09-16	fr	1
2621	Interactive and multimedia cartography :an help for geographical reflecting	cartography,visualization,multimedia,GIS,interactivity,exploratory analysis,reflexion/reflexivity	Antoni Jean-Philippe,Klein Olivier,Moisy Stéphane	2004-10-21	fr	1
3501	Chronological Biobibliography of Pierre Monbeig (1929-1985)	Brazil,history of geography	Angotti Salgueiro Heliana	2002-04-08	pt	1
3503	Animated Cartography of spatial Diffusion : an Application to Patronymics	animated map,semiology,diffusion pattern,migration,patronym	Assalin Sandrine,Segura Laurent	2004-09-01	fr	1
2761	Identification of areas affected by desertification in Niger using low resolution satellite data	desertification,NDVI,Niger,rainfall,remote sensing,Sahel	Hountondji Yvon-Carmen,Ozer Pierre,Nicolas Jacques	2004-11-10	fr	1
2777	Looking for Sustainable Urban Mobility through Bayesian Networks	urban mobility system,urban sustainability,bayesian networks,bayesian inference,world city,urban indicator	Fusco Giovanni	2004-11-26	en	1
4251	Daily mobility in major world cities : an application of bayesian networks' theory	bayesian networks,knowledge discovery,urban indicator,urban mobility,world city	Fusco Giovanni	2004-02-18		1
2790	Accessibility to jobs according to the distance to urban centre	accessibility model,commuting,travel time,urban-rural gradient,employment	Hilal Mohamed	2004-12-02	fr	1
2802	Europe through the prism of football (soccer). New borders of movement and a redefinition of the nation	football,geopolitics,international relations,national identity	Poli Raffaele	2004-12-03	fr	1
2811	Prospective modelling of land cover in Mediterranean mountain areas	forecasting,generalized linear parametric model,GIS,modelling,neural networks	Paegelow Martin,Villa Nathalie,Cornez Laurence,Ferraty Frédéric,Ferré Louis,Sarda Pascal	2004-12-06	fr	1
2823	Climatic changes driving on floods in the Yangtze Delta, China during 1000-2002	China,climate changes,climate control on floods,Mann-Kendall method,Yangtze Delta	Jiang Tong,Zhang Qiang	2004-12-20	en	1
2831	Impact of land use changes on mountain landscapes in northern Vietnam during the 1990s	accessibility,landscape changes,mountain agriculture,natural resources management,Vietnam	Castella Jean-Christophe,Tronche Nathalie Rachel,Vu Nguyen	2005-01-13	fr	1
2909	Presentation : Spatial Analysis and GEOmatics		Josselin Didier,Libourel Thérèse	2006-10-25	en	1
2911	Christaller in China: from the country to the town on the screen		Courtot Roland	2006-06-27	fr	1
2913	A Journey to Clarens		Deprest Florence	2006-02-10	fr	1
13093	About the Mediterranean Analogy. Geographical Experience of the World and Globalization	analogy,concept of Mediterranée,globalization,ocean	Arrault Jean-Baptiste	2006-01-03	fr	1
12653	GIS-based accessibility analysis for network optimal location model	GIS,network analysis,time of travel,Digital Elevation Model (DEM),gradient slope,least cost path,optimal location model,accessibility,bio-energy	Dubuc Sylvie	2007-11-26	en	1
2889	Methodological propositions for the automatic improvement of colour contrasts -application to risk maps	cartography,colour contrast,geomatics,legibility,risk	Chesneau Elisabeth	2006-11-14	fr	1
2898	Concepts and modeling of spatial diffusion	cellular automata,deterministic model,logistic model,simulation,spatial diffusion,stochastic model	Langlois Patrice,Daudé Eric	2007-03-09	fr	1
2925	Dynamic of housing stock in Bogota. Analysis from multidates typologies	Bogota,dwelling,housing stock,space dynamic,typological analysis	Piron Marie,Dureau Françoise,Mullon Christian	2006-01-09	fr	1
2954	International Tourism in South Africa	international tourism,South Africa,tourist frequentation,tourist industry	Lamy-Giner Marie-Annick,Guébourg Jean-Louis	2005-12-12	fr	1
2963	La Via Egnatia à Vélo		Koper Bruno	2005-03-14	fr	0
2966	Cross-Channel Geographers: a century of activity.	bibliography,France,geography,history of geography,Ireland,thesis,United Kingdom	Clout Hugh	2005-12-06	en	1
2978	Speeds in Dijon urban area : a model based on the logistic function and the curve of road congestion flow-speed	Dijon urban area,flow-speed model,logistic model,road density,speed	Enault Cyril	2005-12-01	fr	1
9681	La sémantique du web		Pumain Denise	2007-09-10	fr	0
3115	A New Classification Framework for Urban Geospatial Web Sites	e-government,web-based GIS,web sites,classification,web-mapping,online GIS,city,local government	Caron Claude,Roche Stéphane,Larfouilloux Julien,Hadaya Pierre	2005-08-23	en	1
2991	A exemple of« domino effects » : panic in urban disaster studies	disaster,modelling,panic,simulation	Provitolo Damienne	2005-11-29	fr	1
3000	Bengladesh ou Medina ? Urban suburbs and spatial representation : two examples in Annaba and in Guelman (Algeria)	social habitat,spatial practices,spatial representation,sprawling habitat,urban suburb,urbanity	Kerdoud Nadia	2005-11-25	fr	1
3013	The initial concept of fifth graduate turkishs students related to earhtquakes	concept,representation initial,obstacle,physical geography,geology,earthquake	Dal Burckin	2005-11-21	fr	1
3027	Mapping terrestrial vegetation applying the Spot 5 satellite imagery: application to Ouessant Island (France)	classification,mapping,photointerpretation,Spot 5,vegetation	Gourmelon Françoise,Bioret Frédéric,Sauve Laure	2005-11-09	fr	1
3144	Translate Christaller in French	Christaller,theory of central places,translation	Djament G.,Covindassamy M.	2005-01-25	fr	1
3153	Comment je suis parvenu à la théorie des lieux centraux<br> Comment une théorie peut naître et comment elle est née dans mon cas : compte-rendu		Christaller Walter,Covindassamy Mandana,Djament Géraldine	2005-01-25	fr	0
3184	The interplay of scales and fields of research Examples from Africa and Madagascar	actor,decentralization,Ivory Coast,local,Madagascar,rural commune,scale,territory,terroir	Blanc-Pamard Chantal	2005-02-02	fr	1
3198	a		Christaller Walter,Covindassamy Mandana,Djament Géraldine	2005-01-26	fr	0
3045	Astigmatic Statistics and the Evolution of the Economic Geography of Greater Paris	cities,databases,GIS,industrial geography,Paris,urban geography	Gilli Frédéric	2005-11-09	fr	1
