"x";"y";"moran";"distance";"entropy";"slope";"rsquaredslope";"pop";"max"
"2470";6601;2701;0.0339325291309896;4.15934101908589;0.679740966314668;-1.12120295657421;0.858776061541011;2409.47;44.72
"2471";6701;2701;0.033426580004666;7.39871333442615;0.667560199529964;-1.02460180403831;0.857265359215799;1263.03;25.16
"2472";6801;2701;0.0278128983234565;7.25681666147481;0.7184504869073;-0.709529460750027;0.975390903609998;1277.61;24.84
"2473";6901;2701;0.0576360008647442;1.78544480721222;0.700405574470053;-0.920685792430654;0.932596877999272;4821.44;49.2
"2474";7001;2701;0.101777319015378;0.467576672594314;0.717727915172843;-1.24230422853329;0.880986844475275;23393.92;90.48
"2475";7101;2701;0.100058582322125;0.33463549697232;0.771434592175577;-1.0413731139448;0.87835693907731;28048.44;112.96
"2476";7201;2701;0.0352318751107613;0.607253987241188;0.859754214979101;-0.67984382461243;0.866375373183684;15910.82;112.96
"2477";7301;2701;0.0565739104185213;0.534547345677363;0.860925994563335;-0.704397344840589;0.787817132046511;17047.57;69.76
"2478";7401;2701;0.0613473168650723;0.657395386327564;0.874586520463829;-0.750438321642102;0.81039867468889;14945.91;50.96
"2479";7501;2701;0.0357194175075866;0.866226117511059;0.939298704215507;-0.484580669883494;0.846064263665065;10632.09;47.32
"2480";7601;2701;0.0680842883148115;0.440890230524862;0.900052618293749;-0.709116167933379;0.969921389422705;21297.47;65.52
"2481";7701;2701;0.172051579597176;0.0756334990919626;0.800757767683723;-1.31775093552139;0.91438931088099;126081.91;208.64
"2482";7801;2701;0.17237542885909;0.0766960603561651;0.803232594594666;-1.43687834136314;0.894956057780359;132100.94;208.64
"2483";7901;2701;0.0545740373383893;0.274108593458969;0.838623797314512;-1.02134569512917;0.87562711825235;31442.18;73.44
"2484";8001;2701;0.0453858884346545;0.761023623011726;0.786029280643685;-0.938930831183479;0.904607091977028;13003.27;86.52
"2485";8101;2701;0.0619707230078824;1.11396448495736;0.679134314075293;-1.12834138869129;0.93936606501032;8441.08;111.52
"2486";8201;2701;0.0421676298903623;1.6955751543798;0.623679045635585;-1.26589753588114;0.899953753799666;6252.57;111.52
"2487";8301;2701;0.0434802904615616;7.25676317619647;0.47575958533384;-1.29948161062688;0.652429227694438;1487.83;40.04
"2488";8401;2701;0.0129570275472598;35.5661510553477;0.560990475769903;-0.443400354539025;0.643967398589354;281.82;37.88
"2489";8501;2701;0.0631476767348096;8.43610790705808;0.673132145683203;-0.352403318307084;0.73206129723521;998.35;4.12
"2490";8601;2701;0.0585717041537855;7.3359634744304;0.714329499306213;-0.377820546490116;0.71198920482901;1247.85;4.12
"2491";8701;2701;0.0382605116645746;10.9278730834251;0.781523739613018;-0.525118563782393;0.865385579705207;823.76;6.12
"2492";8801;2701;0.0356832435986725;11.8062272529777;0.786509278274658;-0.527958227326266;0.928565397444238;829.33;6.12
"2493";1;2801;NA;NA;NA;NA;NA;NA;NA
"2494";101;2801;NA;NA;NA;NA;NA;NA;NA
"2495";201;2801;NA;NA;NA;NA;NA;NA;NA
"2496";301;2801;NA;NA;NA;NA;NA;NA;NA
"2497";401;2801;NA;NA;NA;NA;NA;NA;NA
"2498";501;2801;NA;NA;NA;NA;NA;NA;NA
"2499";601;2801;0.0413006122748118;0.557048287476699;0.77581723422849;-0.801694436705038;0.88133670380787;16160.43;158.4
"2500";701;2801;0.0518609616669013;0.343048241575845;0.819899322803944;-0.761138513752933;0.83932257950774;29195.18;158.4
"2501";801;2801;0.0597198417217352;0.375622641204862;0.82980393580986;-0.690037519641305;0.807649742129257;23441.61;117.04
"2502";901;2801;0.0332494961283882;0.526232729856518;0.883459789780379;-0.639117199417752;0.817847256959833;17133.13;91.72
"2503";1001;2801;0.0584879136317694;0.426411635314958;0.833866351746626;-0.797881330216594;0.792923290186062;21519.61;97.6
"2504";1101;2801;0.0579308690008376;0.438154861429955;0.837257047549204;-0.729605035187168;0.748555304472172;21854.66;97.6
"2505";1201;2801;0.0313443462344701;0.451461759945449;0.89610767379618;-0.604232104103107;0.84633961977427;20821.01;89.4
"2506";1301;2801;0.0284269817313706;0.467206788891817;0.910716052721926;-0.565946420985943;0.854546635975328;19783.95;89.4
"2507";1401;2801;0.0267089796931756;0.587738439747554;0.913544361958339;-0.564137049713141;0.800557645947622;15894.07;59.04
"2508";1501;2801;0.051615120052799;0.466160057169159;0.886542604475954;-0.621702108115931;0.782290795712036;18979.28;74.94
"2509";1601;2801;0.0500453366902882;0.465712715313528;0.897030273204372;-0.536845255839348;0.790625856468121;19374.95;171
"2510";1701;2801;0.0344550892148888;0.495865628559248;0.903853202269581;-0.514136658204626;0.824420041910945;18996.95;171
"2511";1801;2801;0.0427969894443801;0.39256951702238;0.870211415143772;-0.668696958229394;0.84943772002835;23903.45;106.56
"2512";1901;2801;0.0453662328670643;0.386565992454254;0.871518468756714;-0.654432575386201;0.8113619818077;23559.63;106.56
"2513";2001;2801;0.0894087023575396;0.23438806051972;0.776174634082488;-0.865627127280531;0.793603707959594;41975.05;193.16
"2514";2101;2801;0.0891210958172451;0.201827290268682;0.767253916869034;-1.07447712534856;0.8641889614656;42122.34;193.16
"2515";2201;2801;0.026694660382082;0.546816781396827;0.867993122837217;-0.810899781961673;0.85922996658437;17554.16;193.16
"2516";2301;2801;0.0622494162243911;0.322207266600198;0.787370230422998;-0.973784890745255;0.909448373285728;30634.47;234.52
"2517";2401;2801;0.0592120156483132;0.275521571613598;0.797225276680602;-0.970281086721466;0.909893147537545;35607.25;234.52
"2518";2501;2801;0.0410191554500253;0.524768442079797;0.875838994033904;-0.738111788605961;0.840136324157044;18733.99;69.96
"2519";2601;2801;0.0548101664881442;0.551004827077293;0.880480901890799;-0.714601875832746;0.829954641653993;17330.89;65.48
"2520";2701;2801;0.0497990233149395;0.467159214717414;0.862842006552362;-0.791507701247311;0.83349400262895;18774.4;65.48
"2521";2801;2801;0.0587507099232579;0.395494903959023;0.833081272375821;-0.96008072309762;0.873149893112629;23703.33;95.08
"2522";2901;2801;0.0599665616768642;0.420815220893181;0.819777034612673;-1.06946561522561;0.8878453378774;22962.13;95.08
"2523";3001;2801;0.0423926379847554;0.710446456372852;0.869277166918659;-1.00502246797876;0.868500190133781;13002.53;76.6
"2524";3101;2801;0.0436467380020147;0.509034438111381;0.856317882713355;-1.10901423366634;0.860511302253373;18763.83;68.36
"2525";3201;2801;0.0330956660895415;0.321228033469601;0.853502569908502;-0.931776176079804;0.868020642308068;27906.43;92.28
"2526";3301;2801;0.0391029918931224;0.326138606825763;0.844193483002822;-0.830976374384458;0.840620243828699;29796.11;92.44
"2527";3401;2801;0.0437371207901282;0.28156166969642;0.829701952417856;-0.817013857206574;0.782107188164157;33644.91;92.44
"2528";3501;2801;0.110476371802754;0.103900471716497;0.789196578437114;-1.08412795973731;0.82407689723718;82026.19;223.24
"2529";3601;2801;0.108031309016768;0.0978252023464453;0.794339660392362;-1.14694388708089;0.859587118266992;86462.29;223.24
"2530";3701;2801;0.0454125998011264;0.272947615087782;0.841486251497859;-0.910707311997755;0.867480707151216;35397.64;163.32
"2531";3801;2801;0.0407156073815271;0.327676677247939;0.874794508061224;-0.741288975439842;0.81420051105194;28549.03;80.4
"2532";3901;2801;0.0450998695378485;0.371736536121613;0.884960858743388;-0.611127133626558;0.781537189670079;24716.15;80.4
"2533";4001;2801;0.0407411820811042;0.467455560261164;0.904309952675415;-0.563494345364094;0.781356968025004;18849.92;71.16
"2534";4101;2801;0.040590448157677;0.48403585655134;0.872449069922091;-0.727485486138638;0.828051960190771;19717.29;71.56
"2535";4201;2801;0.0872489565729418;0.277520470903111;0.834472138017721;-1.11694586637489;0.86758131556695;31536.15;71.56
"2536";4301;2801;0.0821179481160238;0.309899996525007;0.848359633039337;-1.14613879500101;0.888017214063264;32293.31;71.56
"2537";4401;2801;0.0345076969841274;0.522757533907896;0.900939154952448;-0.810224270236861;0.89507177779182;18053.8;66.64
"2538";4501;2801;0.0339584175546489;0.577013514981206;0.889293563551203;-0.814774084149022;0.880455896050854;15799.4;53.32
"2539";4601;2801;0.0627577952387514;0.487482610976314;0.848216835494625;-0.844641065972943;0.837883264852145;18560.45;80.4
"2540";4701;2801;0.0700121154605909;0.618229314950956;0.863776733758995;-0.747053665432621;0.821233183330891;16307.49;80.4
"2541";4801;2801;0.0656648269448974;0.456406915787769;0.838081172653986;-0.780775216492926;0.836320318463722;20338.59;96.76
"2542";4901;2801;0.0592583610766568;0.391570560901573;0.845237193472015;-0.795074200865851;0.892151745826061;25557.71;96.76
"2543";5001;2801;0.100153922508769;0.171225574188626;0.825174282862079;-0.996773184702467;0.889788760977205;48368.58;97.36
"2544";5101;2801;0.113229617942429;0.206745530661889;0.819826839853431;-0.946242766501331;0.864596231608396;44953.92;97.36
"2545";5201;2801;0.0486313214871668;0.48851714258843;0.896274406017685;-0.59747321068794;0.826419687629959;18226.01;55.76
"2546";5301;2801;0.0586941846381985;0.446620475126037;0.873503519175713;-0.693364975830222;0.846844880823679;21495.68;55.44
"2547";5401;2801;0.0573499337507158;0.541423437713309;0.892886812341319;-0.577798657007533;0.84635201989066;16727.29;61.32
"2548";5501;2801;0.0473479638916575;0.545902219825077;0.891455619377197;-0.609786005434449;0.851899091274348;17245.82;61.32
"2549";5601;2801;0.0493703125981259;0.506090160040757;0.87972055079751;-0.682012056937448;0.92563711269467;18969.3;65.88
"2550";5701;2801;0.032952003413968;0.342223547177937;0.883067950421021;-0.678021964561092;0.930699444409429;27224.47;112.04
"2551";5801;2801;0.038657081940321;0.186918339304858;0.881325763010656;-0.844461363280876;0.957599099619944;48095.46;136.74
"2552";5901;2801;0.0845549857391194;0.0897071380306611;0.849189445448756;-1.2052813011787;0.936836190918793;107732.72;273.36
"2553";6001;2801;0.119295344076675;0.0579788240565578;0.846428527611504;-1.39273193525924;0.904482911923918;158510.92;273.36
"2554";6101;2801;0.107540510276816;0.0927937712530631;0.825885664975188;-1.2843429222651;0.930636835316829;108641;273.36
"2555";6201;2801;0.0336924317665184;0.178242559397888;0.831700672232257;-1.09720993368241;0.942180411406326;50728.73;165.64
"2556";6301;2801;0.0547929212155744;0.222739840592626;0.821435990937385;-1.12311190446522;0.935414849428145;42501.89;150.66
"2557";6401;2801;0.0715649484662219;0.343157398695291;0.804858629152042;-1.02787807687352;0.946985559048908;26811.45;86.4
"2558";6501;2801;0.0441167935304464;0.762084323926566;0.79213690366311;-0.921407037001388;0.944762275576718;12074.75;71.8
"2559";6601;2801;0.0531556653804451;1.24708350773045;0.719903236459162;-1.01372105095529;0.893406084837834;8171.96;55.22
"2560";6701;2801;0.0413690013442527;3.5305652786223;0.689503042802989;-0.91283610712864;0.893321113216552;2430.6;50.4
"2561";6801;2801;0.0241802079711491;7.44379793906351;0.749540707120847;-0.756672383068237;0.944367962202984;1215.38;24.84
"2562";6901;2801;0.0605024368056933;1.97991311497835;0.694881494492056;-0.949815806582544;0.920109769626828;4496.24;49.2
"2563";7001;2801;0.0435554051608132;1.11866808582926;0.796056146679315;-0.856704278978539;0.915702772173586;8245.41;51.92
"2564";7101;2801;0.0407585882556743;1.01350179098449;0.875418318147001;-0.671962718735927;0.867808129147658;9105.32;51.92
"2565";7201;2801;0.0353364588144221;0.950636949362757;0.906433996151936;-0.584929233928138;0.814652899847742;10065.66;51.92
"2566";7301;2801;0.0653979684270935;0.56880920129734;0.875014069510514;-0.788272204195317;0.846457446579762;15567.51;50.96
"2567";7401;2801;0.0642762759154193;0.642930297198465;0.878397921199052;-0.763238302109427;0.827772117994293;14989.94;50.96
"2568";7501;2801;0.0311165634655961;1.05718029111917;0.950932358809528;-0.397761803035846;0.757892662961909;8847.4;47.32
"2569";7601;2801;0.0405021573339888;0.941047970824857;0.948696630917176;-0.481890784585963;0.921878749743365;10069.94;62.04
"2570";7701;2801;0.053789903003503;0.645619790477165;0.90993542468437;-0.560459885621449;0.892429227203403;15046;72.48
"2571";7801;2801;0.0421099640272444;0.446716152039751;0.874529702066592;-0.728297966336313;0.863401761428492;22302.17;72.48
"2572";7901;2801;0.042476135676705;0.303267679314646;0.830891100139075;-0.969089889770651;0.895361367652889;31686.28;107.2
"2573";8001;2801;0.0752004196251643;0.259191546425192;0.780155908658345;-1.12338685813683;0.937690386689294;33672.8;107.2
"2574";8101;2801;0.0676968514956203;0.412737805419028;0.728854536587176;-1.08131429757202;0.944290556996991;21842.92;111.52
"2575";8201;2801;0.0436897450148693;0.857380353410713;0.687895951371549;-1.10681116264546;0.940301064153464;10427.85;111.52
"2576";8301;2801;0.0461094104982823;2.17046727892378;0.607557505645821;-1.06653935132581;0.907448829957671;4187.71;72.84
"2577";8401;2801;0.0515423842532224;16.6535435385868;0.59783387574607;-0.379619288054123;0.810297665196298;522.11;5
"2578";8501;2801;0.068074826600945;11.6774522462884;0.642848854584072;-0.357601814195628;0.717575468648369;846.46;4.12
"2579";8601;2801;0.0672127932335133;10.5136355577362;0.680125102372515;-0.421084482230173;0.741497875992721;964.29;4.12
"2580";8701;2801;0.0247580961145021;5.82741329041633;0.671063996938624;-0.528684071622582;0.793630420710605;1583.82;65.24
"2581";8801;2801;0.0246951911084206;4.66891272454687;0.726299751554844;-0.423041521052347;0.741474800675811;1997.55;65.24
"2582";1;2901;NA;NA;NA;NA;NA;NA;NA
"2583";101;2901;NA;NA;NA;NA;NA;NA;NA
"2584";201;2901;NA;NA;NA;NA;NA;NA;NA
"2585";301;2901;NA;NA;NA;NA;NA;NA;NA
"2586";401;2901;NA;NA;NA;NA;NA;NA;NA
"2587";501;2901;NA;NA;NA;NA;NA;NA;NA
"2588";601;2901;NA;NA;NA;NA;NA;NA;NA
"2589";701;2901;0.0465702177200837;0.613337806418799;0.800001648482673;-0.793225818796095;0.863688841163952;14150.73;79.48
"2590";801;2901;NA;NA;NA;NA;NA;NA;NA
"2591";901;2901;0.045749996771646;0.971337190390005;0.814893358076607;-0.906178358106196;0.884312276278012;9953.09;91.72
"2592";1001;2901;0.0579740952979226;0.430956048462007;0.805960659652484;-0.877595557958331;0.797107707795855;20516.57;106.24
"2593";1101;2901;0.0539535175724214;0.392212502924709;0.838076688346809;-0.832129005406006;0.808066759591096;23430.57;106.24
"2594";1201;2901;0.0937172565133167;0.200684759350248;0.801378085629039;-1.06512369220161;0.872472233192425;45920.85;144
"2595";1301;2901;0.0892249880645377;0.179669342925074;0.811460595998814;-1.0070046661467;0.882735310490631;48765.26;144
"2596";1401;2901;0.0341386239059187;0.501251447078109;0.897178866073511;-0.746107994220844;0.895999527909971;18858.52;59.04
"2597";1501;2901;0.0496996248380023;0.489300057580837;0.870598717758632;-0.755625212155789;0.818523097430759;19779.21;74.94
"2598";1601;2901;0.0525659427411691;0.501722398331282;0.876527102554159;-0.63787241579862;0.789117537541299;19235.52;74.94
"2599";1701;2901;0.0378350535127902;0.598725835978813;0.900267579473229;-0.55852259223831;0.799215887157431;16153.12;89.08
"2600";1801;2901;0.0448776973151866;0.407573274145292;0.867659732048322;-0.687727916631863;0.825348179384551;22262.7;106.56
"2601";1901;2901;0.0459149504482878;0.399452961828014;0.867364125414919;-0.687391588967953;0.811952109222181;22906.06;106.56
"2602";2001;2901;0.0407621849636275;0.560887844157861;0.899211411347179;-0.59901688469129;0.795571991690815;16134.38;71.08
"2603";2101;2901;0.0544989663174016;0.524136463922712;0.867320569923247;-0.823235770542555;0.83447887523403;18043.75;61
"2604";2201;2901;0.054635906156166;0.545438992302744;0.855866121333788;-0.977977849787013;0.847981382794297;16440.5;61
"2605";2301;2901;0.0345024633283767;0.575846186545048;0.870949572695416;-0.872964836521216;0.89500647704815;15939.5;101.32
"2606";2401;2901;0.0433852556523934;0.321038294637922;0.81519931524343;-0.962547165289814;0.892185244023473;28639.27;189.24
"2607";2501;2901;0.0480447530339858;0.380901725043215;0.816263465447362;-0.903545163816648;0.860308899185363;25288.87;189.24
"2608";2601;2901;0.0495504953910778;0.525784255070065;0.872595220742261;-0.739913811324109;0.798154782294798;17682.36;65.48
"2609";2701;2901;0.0548679613033161;0.598442177374912;0.88127832223183;-0.686967760105408;0.786822226854269;15151.55;65.48
"2610";2801;2901;0.0636538753156928;0.444797669890766;0.846900303435185;-0.78923478738575;0.833063297898718;20089.66;95.08
"2611";2901;2901;0.0563854073835442;0.387766638518698;0.840504119630555;-0.806683219914073;0.828473938978113;23114.56;95.08
"2612";3001;2901;0.0370924620658027;0.5638061536316;0.877474045240449;-0.754228261685994;0.804665902299367;16282.79;60.16
"2613";3101;2901;0.0319678448979988;0.413921313081794;0.846599943904087;-0.897288716983343;0.851808636124448;22721.31;108.84
"2614";3201;2901;0.0309737797602841;0.272966848009287;0.839950213039125;-0.865384664563014;0.855509313331205;33175.91;108.84
"2615";3301;2901;0.0350631745388856;0.303127829559998;0.846065841541412;-0.832963547499014;0.849687521622128;31213.14;102.52
"2616";3401;2901;0.0373119874569946;0.368838027476477;0.862893398812225;-0.737762814013031;0.806328093170499;24416.94;83.6
"2617";3501;2901;0.0267483623358898;0.405744410584559;0.864506621176834;-0.651830739491196;0.826590417069414;22415.22;163.32
"2618";3601;2901;0.0287774563276584;0.441620602429232;0.868086669286771;-0.693684172052009;0.858468134888414;21352.56;163.32
"2619";3701;2901;0.0368282139686543;0.426191190359065;0.882487212911951;-0.763721778145532;0.802735578285282;21495.07;56.24
"2620";3801;2901;0.040534832836448;0.363715409301594;0.877728317394042;-0.706251514556089;0.817370956027327;25236.65;80.4
"2621";3901;2901;0.0435217178253136;0.373464493652296;0.888307051421001;-0.586935983588228;0.794908868170907;24275.23;80.4
"2622";4001;2901;0.0460691998689236;0.479881858253956;0.892983364116707;-0.58825699128574;0.810301286062089;19315.79;71.16
"2623";4101;2901;0.0484283625759584;0.616875317332193;0.892933516714355;-0.62287981678611;0.827256119940796;15569.73;71.16
"2624";4201;2901;0.0337520770470563;0.572639734151101;0.904388534687768;-0.804979796728273;0.876540017844886;15660.13;43.44
"2625";4301;2901;0.101715997913212;0.244797848649435;0.808799970053478;-1.27077787624296;0.904199404390071;42754.18;113.88
"2626";4401;2901;0.143266237954617;0.130247296099008;0.807108840741745;-1.29273063114786;0.870138066587201;70063.52;113.88
"2627";4501;2901;0.114882629680482;0.233870007051481;0.796228986592284;-1.12315874508163;0.867071519335395;45032.47;113.88
"2628";4601;2901;0.0370129989510862;0.74861906981844;0.891000147941369;-0.721948838626345;0.816131772637449;12649.31;53.64
"2629";4701;2901;0.0296155292618804;0.840453703527972;0.925614652084486;-0.643111702377595;0.901152577573826;10898.36;38.12
"2630";4801;2901;0.0650578891242292;0.409171138965561;0.839521857545039;-0.815331106592551;0.877475524169883;20423.58;96.76
"2631";4901;2901;0.0651565659130078;0.433128370216569;0.844056835624564;-0.714395429056756;0.842918954094374;21503.14;96.76
"2632";5001;2901;0.0294450934487336;0.394788993741253;0.868708050186086;-0.700892478274351;0.883888322443145;24140.75;109.6
"2633";5101;2901;0.0903569619465117;0.222657474512002;0.826051360126664;-0.997096273493899;0.913762684506558;42969.94;109.6
"2634";5201;2901;0.103948943152489;0.296073983633569;0.818334081746982;-0.985698864936179;0.896890015648153;35738.96;109.6
"2635";5301;2901;0.0544741586954498;0.469068080492386;0.885024853859654;-0.679819004382163;0.864527544954053;20749.82;60.76
"2636";5401;2901;0.059953663659721;0.526838529290593;0.910844590933592;-0.514163259425647;0.829939354761175;16814.43;60.76
"2637";5501;2901;0.0565823454944765;0.685319628433916;0.922246930784424;-0.4519475209366;0.809029390845239;13320.74;45.88
"2638";5601;2901;0.0478288303363777;0.72485708132374;0.859327087139133;-0.66840074408694;0.880212890498564;12499.45;52
"2639";5701;2901;0.0433580222017927;0.563403810346665;0.825465391791221;-0.782368602715224;0.933745822941218;16773.55;99.76
"2640";5801;2901;0.0485981729894322;0.278670359158165;0.881308192123642;-0.77350525379926;0.959143269496048;34983.41;136.74
"2641";5901;2901;0.0811211897399598;0.138000555624096;0.868965921882015;-0.939741704399177;0.932478057727927;70202.97;136.74
"2642";6001;2901;0.0679517841182885;0.131521182191765;0.854562852547119;-0.997911486924597;0.932409593252982;67538.82;131.96
"2643";6101;2901;0.0284918741434476;0.271234501278466;0.875805989392793;-0.756938922338573;0.947489173172114;33688.07;126.08
"2644";6201;2901;0.0453801493634432;0.318180922308922;0.862152854100227;-0.73555311510074;0.901332117864548;30454.45;150.66
"2645";6301;2901;0.0584587592654226;0.214178382994916;0.855435785706703;-0.908768341153736;0.942732304989641;43310.34;150.66
"2646";6401;2901;0.063471477203985;0.256027760940006;0.847128809270529;-0.874304401771563;0.951355682440905;33025.39;121.84
"2647";6501;2901;0.0448274959183714;0.589351601032828;0.852038272303497;-0.688486120076785;0.910048850685845;14445.87;71.8
"2648";6601;2901;0.0582996707462652;0.914058196324169;0.783428981362243;-0.792844237335423;0.896989049623289;10222.21;55.22
"2649";6701;2901;0.0383008159042303;2.88009774838754;0.709544645721568;-0.893073533704624;0.958504678585249;3115.74;50.4
"2650";6801;2901;0.0349590089215162;7.13399081284907;0.797066709686252;-0.632197171312454;0.92227831208537;1323.22;10.24
"2651";6901;2901;0.0354193555865873;6.25368190806268;0.828550060387201;-0.214942478513122;0.859907082490011;1485.36;2.48
"2652";7001;2901;0.033032955841987;1.96477891205375;0.843630597259856;-0.614622608061639;0.749347561267501;4738.97;41.04
"2653";7101;2901;0.0244280905000022;1.24753619771049;0.911888545933384;-0.556233122742285;0.699428349647832;7466.67;41.04
"2654";7201;2901;0.0483034297269802;1.0034269704316;0.915357439972252;-0.569934014648946;0.755138726844891;9219.28;47.44
"2655";7301;2901;0.047246105940566;0.828661534797544;0.913539501615082;-0.682512168629739;0.838260368980992;10913.2;47.44
"2656";7401;2901;0.045871697747486;0.832645703037402;0.926267712119128;-0.602979043062724;0.826486901448125;11011.08;36.88
"2657";7501;2901;0.0396629916245634;0.884177136632942;0.928373210847158;-0.528792765764475;0.806775518914375;10660.04;39.36
"2658";7601;2901;0.0623722008811687;0.657657609573758;0.875811014920006;-0.784924427348056;0.87064611951997;14524.74;47.04
"2659";7701;2901;0.0618219087215767;0.483064157214986;0.863979596165773;-0.845389982322907;0.879976714431128;19609.07;51.8
"2660";7801;2901;0.160378422029613;0.107773600337695;0.787426246373399;-1.36538236149258;0.88522845220745;88900.32;179.68
"2661";7901;2901;0.139905576723824;0.0825689209560088;0.811892559907941;-1.39140058334389;0.901518812348484;107782.3;179.68
"2662";8001;2901;0.0629428906605748;0.193663515889841;0.810716080918305;-1.11219796809568;0.929773969053744;48674.46;116.24
"2663";8101;2901;0.0679440918553773;0.465847504346686;0.731852780978008;-1.03181285670163;0.931104865232446;22735.58;110.52
"2664";8201;2901;0.0411621870707241;1.74688546520045;0.672414135872283;-0.912042011766492;0.949679514097712;5692.55;87.28
"2665";8301;2901;0.0460787589008734;2.74586631912412;0.603040784443549;-0.924816184131989;0.922309796389974;3265.38;72.84
"2666";8401;2901;0.0472060619120915;14.8214048518631;0.609088891907765;-0.36189195650737;0.789784744309054;624.36;5
"2667";8501;2901;0.0456711418514597;17.161622843364;0.623024754367935;-0.305985667525975;0.727912818946276;570.33;5.2
"2668";8601;2901;0.0503294367989099;9.83617979508089;0.694867981694391;-0.347052539389258;0.862096562247675;989.26;5.2
"2669";8701;2901;0.024275907219763;4.10613605428107;0.726930916691249;-0.482348010790533;0.843585314509171;2131.48;65.24
"2670";8801;2901;0.0231045985892734;3.60587246901744;0.779840297542603;-0.386480547168373;0.716579168606209;2497.45;65.24
"2671";1;3001;NA;NA;NA;NA;NA;NA;NA
"2672";101;3001;NA;NA;NA;NA;NA;NA;NA
"2673";201;3001;NA;NA;NA;NA;NA;NA;NA
"2674";301;3001;NA;NA;NA;NA;NA;NA;NA
"2675";401;3001;NA;NA;NA;NA;NA;NA;NA
"2676";501;3001;NA;NA;NA;NA;NA;NA;NA
"2677";601;3001;NA;NA;NA;NA;NA;NA;NA
"2678";701;3001;NA;NA;NA;NA;NA;NA;NA
"2679";801;3001;NA;NA;NA;NA;NA;NA;NA
"2680";901;3001;NA;NA;NA;NA;NA;NA;NA
"2681";1001;3001;0.0438358094801742;0.787346925663004;0.834687322913219;-0.768567714139941;0.843174780594097;10880.46;106.24
"2682";1101;3001;0.0343013835630874;0.55320471699406;0.883203661615315;-0.737165579037246;0.865545851971345;16640.8;106.24
"2683";1201;3001;0.0958289067259072;0.20969877800674;0.793180171062246;-1.00770212584087;0.849055762502787;43396.33;144
"2684";1301;3001;0.0875088118679529;0.175558085567981;0.807924812151923;-1.02368661186062;0.876904730330871;49058.97;144
"2685";1401;3001;0.0455479928288975;0.414888676480715;0.878105371610457;-0.803586143321449;0.892784372930083;21432.92;73.96
"2686";1501;3001;0.0672432857835888;0.341056054330378;0.802229503442198;-0.880923493503231;0.838384769118419;28701.99;225.4
"2687";1601;3001;0.0658197918354185;0.305422066782869;0.797891219681763;-0.864991610013628;0.827538705994118;28368.12;225.4
"2688";1701;3001;0.0354362993584434;0.547560842339927;0.878431983738587;-0.69827597582297;0.831416236238496;16638.67;125.91
"2689";1801;3001;0.0430251692361072;0.559339047714884;0.891360028760012;-0.622189376419496;0.809770760377955;15967.42;89.08
"2690";1901;3001;0.0266853814366525;0.757499620630345;0.927284652641174;-0.514321339556859;0.739981482695335;12251.02;67.11
"2691";2001;3001;0.0488078130963845;0.658750004184741;0.898144581473178;-0.728624621867036;0.798003389466156;14139.41;44.36
"2692";2101;3001;0.061905076047752;0.512256339777183;0.855163040319625;-0.894377483689189;0.822696568736729;18276.58;61
"2693";2201;3001;0.0611972480097834;0.593651351891285;0.856724541166884;-0.909733561462738;0.824663327302453;15135.59;61
"2694";2301;3001;0.037067545560499;0.59626958983052;0.868966707754515;-0.763884325800239;0.787956409315172;15869.11;76.72
"2695";2401;3001;0.115137718479896;0.0970299378397825;0.772210515469338;-1.29353616939247;0.838787900002506;86035.98;300.28
"2696";2501;3001;0.117751296103381;0.10037397856362;0.766187037991811;-1.27874110224833;0.831424626582406;82893.97;300.28
"2697";2601;3001;0.024043964920485;0.644719263608752;0.900986130567951;-0.61844996154431;0.754126640297211;14352.02;82.92
"2698";2701;3001;0.0892952552974998;0.322070934289759;0.8085344270761;-0.963716305565008;0.804225647419686;25412.66;97.84
"2699";2801;3001;0.0984001182053815;0.386135075733029;0.807861376558766;-0.886764992724703;0.787768396629577;24195.05;97.84
"2700";2901;3001;0.0388420315973766;0.610849258345463;0.908372980037773;-0.539600962233762;0.80863739792828;14703.5;58.88
"2701";3001;3001;0.0640460201945125;0.250338681576737;0.81366277050865;-0.914491072221029;0.840595315702055;38064.77;119.52
"2702";3101;3001;0.145905964684416;0.0549538603064274;0.77830921854209;-1.50973214671097;0.875381083135016;173177.24;494.96
"2703";3201;3001;0.150744446743141;0.0623384077050444;0.775164553639888;-1.45422071691649;0.87781219493367;166879.59;494.96
"2704";3301;3001;0.0407560907408034;0.281630737956935;0.839338140199785;-0.873401932295123;0.85546389971029;35552.64;102.52
"2705";3401;3001;0.0416881740167296;0.382260892743098;0.871948512802896;-0.728932429600652;0.82357783949398;25121.14;80.68
"2706";3501;3001;0.0361286875389198;0.518201274343388;0.886652279914179;-0.62549142334673;0.761487402774378;17624.14;80.68
"2707";3601;3001;0.0335069094491765;0.702284238152299;0.895768270166097;-0.647757444100508;0.781137672062458;13973.73;64.56
"2708";3701;3001;0.0355026768873228;0.55869709742427;0.89795793864629;-0.637150853076364;0.78805816080787;16504.62;62.6
"2709";3801;3001;0.0551586761572413;0.306144462718167;0.858490987617099;-0.76416739945483;0.816012795072697;29395.61;80.4
"2710";3901;3001;0.0562566787795707;0.299256966090357;0.861442078064291;-0.754117078954895;0.819396651283281;30751.75;80.4
"2711";4001;3001;0.0435287455813969;0.573746517632535;0.908762063420577;-0.555331883846702;0.788925940822595;16250.44;53.24
